rank,total_score,source,listing_id,url,state,county,acres,price_usd,price_per_acre,lat,lon,elevation_m,water_score,water_distance_m,power_score,power_distance_m,tower_score,tower_distance_m,road_access_score,state_score,acreage_score,price_score,water_crit_score,road_crit_score,title,listed_on
546,0.6371,landwatch,421288681,https://www.landwatch.com/chilton-county-alabama-recreational-property-for-sale/pid/421288681,AL,Chilton,572.0,2200000.0,3846.15,32.7520034,-86.5297336,154.5,0.8078290291816693,738.1,0.4990234115249646,798.6,0.5997897063525255,1959.5,,1.0,0.9947,0.359,0.5,,"Verbena, AL, 36091, Chilton County",
547,0.637,landandfarm,40137799,https://www.landandfarm.com/property/epic-hunting-tract-incredibly-private-and-secluded-with-year-round-creeks-40137799/,AR,Stone,360.0,774900.0,2152.5,35.8086518,-92.4972527,365.5,0.4242530619404302,1812.1,1.0,,1.0,,,1.0,0.6178,0.6412,0.5,,"Leslie, AR, 72645",
548,0.6366,landwatch,425747187,https://www.landwatch.com/sharp-county-arkansas-recreational-property-for-sale/pid/425747187,AR,Sharp,800.0,1665300.0,2081.62,36.3035011,-91.5016449,172.6,1.0,199.2,1.0,3041.3,0.2906563021965639,1155.7,,1.0,0.6,0.6531,0.5,,"Hardy, AR, 72542, Sharp County",
549,0.6366,landwatch,423206650,https://www.landwatch.com/mcnairy-county-tennessee-recreational-property-for-sale/pid/423206650,TN,Mcnairy,946.0,2350000.0,2484.14,35.0521289,-88.7808278,134.6,1.0,183.4,1.0,4527.8,0.36120426068033024,1339.1,,1.0,0.6894,0.586,0.5,,"Pocahontas, TN, 38061, McNairy County",
550,0.6363,landwatch,422860966,https://www.landwatch.com/taylor-county-wisconsin-recreational-property-for-sale/pid/422860966,WI,Taylor,611.0,2200000.0,3600.65,45.1960372,-90.8193086,379.8,0.8152226141679262,717.4,1.0,2274.8,1.0,,,1.0,0.936,0.3999,0.5,,"Gilman, WI, 54433, Taylor County",
551,0.6362,landwatch,423633133,https://www.landwatch.com/marengo-county-alabama-recreational-property-for-sale/pid/423633133,AL,Marengo,608.0,2204000.0,3625.0,32.0998226,-87.8847376,46.3,0.9760358553735369,267.1,1.0,41850.0,0.4506538817669807,1571.7,,1.0,0.9413,0.3958,0.5,,"Sweet Water, AL, 36782, Marengo County",
552,0.6362,landwatch,425501871,https://www.landwatch.com/ascension-parish-louisiana-undeveloped-land-for-sale/pid/425501871,LA,,434.0,1199000.0,2762.67,30.3146976,-90.948983,6.6,0.9304962123102907,394.6,0.8913191495589383,1347.8,0.7444148138234473,2335.5,,1.0,0.7493,0.5396,0.5,,"Walker, LA, 70769",
553,0.6358,landwatch,426600090,https://www.landwatch.com/montgomery-county-alabama-recreational-property-for-sale/pid/426600090,AL,Montgomery,494.0,1605500.0,3250.0,32.072253,-86.1692224,107.4,0.8093888869669427,733.7,0.6131916251579448,958.5,1.0,,,1.0,0.856,0.4583,0.5,,"Montgomery, AL, 36069, Montgomery County",
554,0.6358,landwatch,423508066,https://www.landwatch.com/morton-county-kansas-farms-and-ranches-for-sale/pid/423508066,KS,Morton,566.0,2166000.0,3826.86,37.1184674,-101.6320329,1013.0,0.0,,0.6910045206270526,1067.4,1.0,,,1.0,0.984,0.3622,0.5,,"Rolla, KS, 67954, Morton County",
555,0.6357,landwatch,420694407,https://www.landwatch.com/greer-county-oklahoma-farms-and-ranches-for-sale/pid/420694407,OK,Greer,400.0,1000000.0,2500.0,34.9622982,-99.3832661,494.0,0.0,,1.0,19728.2,0.9742205110350778,2933.0,,1.0,0.6889,0.5833,0.5,,"Granite, OK, 73547, Greer County",
556,0.6355,landwatch,425269298,https://www.landwatch.com/barbour-county-alabama-hunting-property-for-sale/pid/425269298,AL,Barbour,736.0,1925000.0,2615.49,32.0101334,-85.3867229,87.2,0.9747445819037116,270.7,0.7237369473698556,1113.2,1.0,,,1.0,0.7138,0.5641,0.5,,"Midway, AL, 36053, Barbour County",
557,0.6354,landwatch,426517143,https://www.landwatch.com/lowndes-county-alabama-recreational-property-for-sale/pid/426517143,AL,Lowndes,518.0,1787100.0,3450.0,31.9770578,-86.5492332,133.2,0.9804774235596144,254.7,0.919717927680969,1387.6,0.881223341259021,2691.2,,1.0,0.8987,0.425,0.5,,"Mount Willing, AL, 36032, Lowndes County",
558,0.6353,landwatch,426383679,https://www.landwatch.com/middlesex-county-virginia-undeveloped-land-for-sale/pid/426383679,VA,Middlesex,395.0,975000.0,2468.35,37.581126,-76.5995835,7.1,0.7179033975393647,989.9,1.0,2250.3,0.9807822828522165,2950.0,,1.0,0.68,0.5886,0.5,,"Saluda, VA, 23149, Middlesex County",
559,0.6353,landwatch,415820092,https://www.landwatch.com/washington-county-new-york-timberland-property-for-sale/pid/415820092,NY,Washington,759.0,1850000.0,2437.42,43.202188,-73.345603,210.8,1.0,197.0,1.0,,1.0,,,1.0,0.6729,0.5938,0.5,,"Salem, NY, 12865, Washington County",
560,0.6352,landwatch,423674675,https://www.landwatch.com/grenada-county-mississippi-undeveloped-land-for-sale/pid/423674675,MS,Grenada,405.0,1032979.0,2550.57,33.9463016,-89.6758593,78.8,0.0,3779.4,1.0,3165.5,1.0,,,1.0,0.6978,0.5749,0.5,,"Coffeeville, MS, 38922, Grenada County",
561,0.6351,landwatch,426343486,https://www.landwatch.com/harper-county-kansas-farms-and-ranches-for-sale/pid/426343486,KS,Harper,457.0,1356970.0,2969.3,37.1530991,-98.0333627,411.6,0.44797115227078343,1745.7,1.0,3712.2,0.44081073743958443,1546.1,,1.0,0.7902,0.5051,0.5,,"Anthony, KS, 67003, Harper County",
562,0.6351,landwatch,424338525,https://www.landwatch.com/scott-county-virginia-homes-for-sale/pid/424338525,VA,Scott,478.0,1499900.0,3137.87,36.641366,-82.1583458,608.6,0.9936013987897969,217.9,0.06592664009947256,192.3,0.29364895954905434,1163.5,,1.0,0.8276,0.477,0.5,,"Bristol, VA, 24202, Scott County",
563,0.635,landwatch,426340226,https://www.landwatch.com/saint-lawrence-county-new-york-undeveloped-land-for-sale/pid/426340226,NY,Saint Lawrence,557.0,2100000.0,3770.2,44.8254867,-74.9630264,93.9,0.7702045372073222,843.4,0.2463127502100753,444.8,1.0,3842.6,,1.0,0.968,0.3716,0.5,,"Norfolk, NY, 13667, Saint Lawrence County",
564,0.6348,landwatch,424471133,https://www.landwatch.com/kittson-county-minnesota-farms-and-ranches-for-sale/pid/424471133,MN,Kittson,801.0,1481480.0,1849.54,48.7263655,-96.6042536,303.3,0.7392201719244518,930.2,1.0,3535.0,0.2372750622008432,1016.9,,1.0,0.54,0.6917,0.5,,"Lake Bronson, MN, 56734, Kittson County",
565,0.6348,landwatch,425425086,https://www.landwatch.com/henderson-county-tennessee-recreational-property-for-sale/pid/425425086,TN,Henderson,360.0,792000.0,2200.0,35.6554525,-88.4028108,152.9,0.8920500676318756,502.3,0.9535528493942882,1435.0,0.7679370631578989,2396.6,,1.0,0.6178,0.6333,0.5,,"Lexington, TN, 38351, Henderson County",
566,0.6347,landwatch,425964345,https://www.landwatch.com/wayne-county-missouri-farms-and-ranches-for-sale/pid/425964345,MO,Wayne,428.0,1175000.0,2745.33,37.1518974,-90.6764307,195.4,0.5698402780691907,1404.4,0.3891494419615833,644.8,0.8648906200381398,2648.7,,1.0,0.7387,0.5424,0.5,,"Piedmont, MO, 63957, Wayne County",
567,0.6347,landwatch,425042580,https://www.landwatch.com/stone-county-arkansas-farms-and-ranches-for-sale/pid/425042580,AR,Stone,432.0,1200000.0,2777.78,35.855997,-92.1049291,222.0,0.9185994311019002,427.9,1.0,,0.7840352906570422,2438.5,,1.0,0.7458,0.537,0.5,,"Mountain View, AR, 72560, Stone County",
568,0.6339,landwatch,423959807,https://www.landwatch.com/osage-county-oklahoma-farms-and-ranches-for-sale/pid/423959807,OK,Osage,420.0,1132839.0,2697.24,36.4143589,-96.3925827,240.3,0.87911096873412,538.5,1.0,,0.23225630103061293,1003.9,,1.0,0.7244,0.5505,0.5,,"Hominy, OK, 74035, Osage County",
569,0.6338,landwatch,424963239,https://www.landwatch.com/iosco-county-michigan-recreational-property-for-sale/pid/424963239,MI,Iosco,360.0,799000.0,2219.44,44.30993,-83.4635314,179.9,0.5676733940348089,1410.5,1.0,,1.0,,,1.0,0.6178,0.6301,0.5,,"East Tawas, MI, 48730, Iosco County",
570,0.6336,landwatch,426272846,https://www.landwatch.com/carroll-county-mississippi-recreational-property-for-sale/pid/426272846,MS,Carroll,378.0,895000.0,2367.72,33.4230182,-89.9110025,85.6,1.0,174.2,1.0,29345.1,1.0,,,1.0,0.6498,0.6054,0.5,,"Carroll County, MS",
571,0.6334,landsearch,5011698,https://www.landsearch.com/properties/suttle-al-36701/5011698,AL,Perry,631.0,2208500.0,3500.0,32.4236948,-87.0376127,37.4,1.0,154.3,1.0,2292.4,0.545000314985308,1817.0,,1.0,0.9004,0.4167,0.5,,"Suttle, AL 36701",
572,0.6334,landwatch,418483928,https://www.landwatch.com/iron-county-michigan-undeveloped-land-for-sale/pid/418483928,MI,Iron,728.0,1984000.0,2725.27,46.0989559,-88.6695832,458.8,0.9955605654342042,212.4,1.0,1711.7,1.0,3068.3,,1.0,0.728,0.5458,0.5,,"Iron River, MI, 49935, Iron County",
573,0.6332,landwatch,424686755,https://www.landwatch.com/washington-county-missouri-recreational-property-for-sale/pid/424686755,MO,Washington,665.0,2150000.0,3233.08,38.223312,-91.1580059,289.0,0.8166255746137985,713.4,0.7241480870640732,1113.8,0.16933615606933222,840.3,,1.0,0.84,0.4612,0.5,,"Sullivan, MO, 63080, Washington County",
574,0.6328,landwatch,426334836,https://www.landwatch.com/montgomery-county-mississippi-recreational-property-for-sale/pid/426334836,MS,Montgomery,405.0,1053260.0,2600.64,33.4219517,-89.5584998,94.4,0.7605997036830732,870.3,1.0,14714.1,0.990741175322764,2975.9,,1.0,0.6978,0.5666,0.5,,"Kilmichael, MS, 39747, Montgomery County",
575,0.6321,landwatch,424581867,https://www.landwatch.com/pearl-river-county-mississippi-recreational-property-for-sale/pid/424581867,MS,Pearl River,832.0,1705200.0,2049.52,30.5337898,-89.5851954,29.5,0.7410371647215179,925.1,0.7837232682753121,1197.2,1.0,,,1.0,0.5719,0.6584,0.5,,"Picayune, MS, 39466, Pearl River County",
576,0.632,landwatch,424853309,https://www.landwatch.com/cimarron-county-oklahoma-farms-and-ranches-for-sale/pid/424853309,OK,Cimarron,478.0,1530880.0,3202.68,36.5062704,-101.7745553,1064.1,0.0,,0.32305226264967285,552.3,0.11663588771213164,703.3,,1.0,0.8276,0.4662,0.5,,"Texhoma, OK, 73949, Cimarron County",
577,0.6319,landwatch,426575423,https://www.landwatch.com/mcnairy-county-tennessee-recreational-property-for-sale/pid/426575423,TN,Mcnairy,540.0,1998000.0,3700.0,35.1648663,-88.5919122,144.7,1.0,172.6,1.0,3092.6,0.4088889617177136,1463.1,,1.0,0.9378,0.3833,0.5,,"Selmer, TN, 38375, McNairy County",
578,0.6318,landwatch,426497580,https://www.landwatch.com/choctaw-county-alabama-recreational-property-for-sale/pid/426497580,AL,Choctaw,785.0,1807000.0,2301.91,32.0941776,-88.2106015,40.8,1.0,198.4,0.5804826092795176,912.7,0.3348915575188837,1270.7,,1.0,0.6267,0.6163,0.5,,"Butler, AL, 36904, Choctaw County",
579,0.6316,landwatch,424470840,https://www.landwatch.com/screven-county-georgia-recreational-property-for-sale/pid/424470840,GA,Screven,558.0,2148176.0,3849.78,32.7426925,-81.6351302,75.1,0.2313740065655736,2352.2,0.7185803755989264,1106.0,0.6501347199819254,2090.4,,1.0,0.9698,0.3584,0.5,,"Sylvania, GA, 30467, Screven County",
580,0.6315,landwatch,425058928,https://www.landwatch.com/brantley-county-georgia-farms-and-ranches-for-sale/pid/425058928,GA,Brantley,953.0,2500000.0,2623.29,31.2044383,-81.9810613,20.1,0.21684616403726342,2392.8,1.0,7474.6,0.0,353.8,,1.0,0.6966,0.5628,0.5,,"Nahunta, GA, 31553, Brantley County",
581,0.6312,landsearch,5251232,https://www.landsearch.com/properties/26th-ave-ne-rugby-nd-58368/5251232,ND,Pierce,358.0,809000.0,2259.78,48.3594735,-99.9905495,472.3,0.0,,0.5238711897934064,833.4,0.05,467.0,,1.0,0.6142,0.6234,0.5,,"Rugby, ND 58368",
582,0.631,landandfarm,38512215,https://www.landandfarm.com/property/backbone-mtn-hunting-retreat-38512215/,OK,Le Flore,450.0,1350000.0,3000.0,35.1280784,-94.5696969,144.3,1.0,196.6,1.0,5587.1,1.0,,,1.0,0.7778,0.5,0.5,,"Cameron, OK, 74932",
583,0.6309,landsearch,5152050,https://www.landsearch.com/properties/1711-us-82-eupora-ms-39744/5152050,MS,Webster,836.0,1750000.0,2093.3,33.5400688,-89.2753205,128.2,0.7962313169993238,770.6,1.0,2007.1,0.48443175392262927,1659.5,,1.0,0.5761,0.6511,0.5,,"Eupora, MS 39744",
584,0.6303,landwatch,420420518,https://www.landwatch.com/pushmataha-county-oklahoma-recreational-property-for-sale/pid/420420518,OK,Pushmataha,767.0,1899999.0,2477.18,34.2319978,-95.6193382,156.1,1.0,193.8,0.9469440058712949,1425.7,0.0,267.7,,1.0,0.6587,0.5871,0.5,,"Moyers, OK, 74523, Pushmataha County",
585,0.6302,landwatch,426435721,https://www.landwatch.com/armstrong-county-pennsylvania-recreational-property-for-sale/pid/426435721,PA,Armstrong,448.0,1344000.0,3000.0,40.8387792,-79.6322541,344.9,1.0,198.7,1.0,,0.8121209331385562,2511.5,,1.0,0.7742,0.5,0.5,,"Worthington, PA, 16262, Armstrong County",
586,0.6301,landwatch,422255749,https://www.landwatch.com/laurens-county-georgia-recreational-property-for-sale/pid/422255749,GA,Laurens,404.0,1070600.0,2650.0,32.538259,-82.9465655,73.2,0.6909032949476128,1065.5,0.8379691194990228,1273.2,0.29197950401917777,1159.1,,1.0,0.696,0.5583,0.5,,"Dublin, GA, 31021, Laurens County",
587,0.63,landwatch,424356038,https://www.landwatch.com/delaware-county-new-york-homes-for-sale/pid/424356038,NY,Delaware,485.0,1600000.0,3298.97,42.2883252,-74.5721245,537.0,1.0,199.5,1.0,7523.6,1.0,,,1.0,0.84,0.4502,0.5,,"Roxbury, NY, 12474, Delaware County",
588,0.6296,landwatch,422950066,https://www.landwatch.com/jackson-county-florida-recreational-property-for-sale/pid/422950066,FL,Jackson,437.0,1277699.0,2923.8,30.7107673,-85.2185659,23.2,0.7052965240561988,1025.2,1.0,,1.0,3376.3,,1.0,0.7547,0.5127,0.5,,"Marianna, FL, 32448, Jackson County",
589,0.6295,landwatch,425221797,https://www.landwatch.com/choctaw-county-mississippi-recreational-property-for-sale/pid/425221797,MS,Choctaw,382.0,949900.0,2486.65,33.5400688,-89.2753205,128.2,0.7962313169993238,770.6,1.0,2007.1,0.48443175392262927,1659.5,,1.0,0.6569,0.5856,0.5,,"Eupora, MS, 39744, Choctaw County",
590,0.6293,landwatch,424973875,https://www.landwatch.com/lowndes-county-alabama-recreational-property-for-sale/pid/424973875,AL,Lowndes,524.0,1900000.0,3625.95,32.1813668,-86.6500141,51.9,0.09240113196923938,2741.3,0.28107989214753204,493.5,1.0,,,1.0,0.9093,0.3957,0.5,,"Gordonville, AL, 36040, Lowndes County",
591,0.6292,landwatch,422250983,https://www.landwatch.com/holmes-county-florida-timberland-property-for-sale/pid/422250983,FL,Holmes,433.0,1255990.0,2900.67,30.8174093,-85.6729611,36.7,1.0,141.8,1.0,1650.9,1.0,3106.4,,1.0,0.7476,0.5166,0.5,,"Bonifay, FL, 32425, Holmes County",
592,0.6289,landwatch,425825592,https://www.landwatch.com/conecuh-county-alabama-recreational-property-for-sale/pid/425825592,AL,Conecuh,536.0,2000000.0,3731.34,31.3966783,-86.9437104,59.4,1.0,195.6,0.5208901219152566,829.2,1.0,3170.9,,1.0,0.9307,0.3781,0.5,,"Acres in Castleberry, AL",
593,0.6287,landwatch,421296447,https://www.landwatch.com/stewart-county-georgia-recreational-property-for-sale/pid/421296447,GA,Stewart,413.0,1136575.0,2752.0,32.0856562,-84.7822476,168.5,1.0,185.1,1.0,3365.5,0.22892787553136032,995.2,,1.0,0.712,0.5413,0.5,,"Lumpkin, GA, 31815, Stewart County",
594,0.6284,landwatch,424592521,https://www.landwatch.com/corson-county-south-dakota-farms-and-ranches-for-sale/pid/424592521,SD,Corson,1508.0,2400000.0,1591.51,43.374938,-86.2264109,207.7,0.0,,1.0,2520.4,1.0,3054.3,,1.0,0.4528,0.7347,0.5,,"Morristown, SD, 57645, Corson County",
595,0.6284,landwatch,426095414,https://www.landwatch.com/grady-county-oklahoma-farms-and-ranches-for-sale/pid/426095414,OK,Grady,465.0,1476000.0,3174.19,34.864118,-97.6025986,304.5,0.9546748182684802,326.9,1.0,4161.6,0.6675701062500741,2135.7,,1.0,0.8044,0.471,0.5,,"Lindsay, OK, 73052, Grady County",
596,0.6283,landwatch,423609052,https://www.landwatch.com/adair-county-missouri-recreational-property-for-sale/pid/423609052,MO,Adair,565.0,2245875.0,3975.0,40.241604,-92.8584256,315.4,0.28724919294441276,2195.7,1.0,,1.0,,,1.0,0.9822,0.3375,0.5,,"Green Castle, MO, 63544, Adair County",
597,0.6282,landandfarm,34562173,https://www.landandfarm.com/property/plaster-bluff-34562173/,AR,Pike,676.0,2197487.0,3250.72,33.965022,-93.8407785,121.8,1.0,198.0,0.10304824442022038,244.3,0.26482572709517915,1088.5,,1.0,0.8204,0.4582,0.5,,"Nashville, AR, 71852",
598,0.6281,landwatch,424914892,https://www.landwatch.com/perry-county-tennessee-recreational-property-for-sale/pid/424914892,TN,Perry,355.0,816500.0,2300.0,35.6108672,-87.8437087,157.3,0.8203767662351675,702.9,1.0,23336.7,0.5074658494859573,1719.4,,1.0,0.6089,0.6167,0.5,,"Linden, TN, 37096, Perry County",
599,0.6277,landwatch,425449128,https://www.landwatch.com/umatilla-county-oregon-farms-and-ranches-for-sale/pid/425449128,OR,Umatilla,994.0,2875000.0,2892.35,45.8102807,-118.4855758,529.1,0.0,,0.49271781659096403,789.8,1.0,,,1.0,0.7388,0.5179,0.5,,"Athena, OR, 97813, Umatilla County",
600,0.6276,landwatch,424078526,https://www.landwatch.com/rooks-county-kansas-farms-and-ranches-for-sale/pid/424078526,KS,Rooks,473.0,1539250.0,3254.23,39.4247399,-99.1016187,530.4,0.5181308708412065,1549.2,1.0,7433.5,1.0,,,1.0,0.8187,0.4576,0.5,,"Woodston, KS, 67675, Rooks County",
601,0.6275,landandfarm,40140511,https://www.landandfarm.com/property/tract-3-cimarron-oaks-ranch-40140511/,OK,Creek,428.0,1240000.0,2897.2,35.9892054,-96.5970454,241.8,1.0,117.9,0.14427806685028174,302.0,0.3176370230721338,1225.9,,1.0,0.7387,0.5171,0.5,,"Oilton, OK, 74030",
602,0.6275,landwatch,423024644,https://www.landwatch.com/randolph-county-arkansas-farms-and-ranches-for-sale/pid/423024644,AR,Randolph,369.0,895000.0,2425.47,36.4545938,-91.0685968,143.8,0.6665788224088126,1133.6,1.0,8487.1,1.0,,,1.0,0.6338,0.5958,0.5,,"Warm Springs, AR, 72478, Randolph County",
603,0.6269,landsearch,4828919,https://www.landsearch.com/properties/718-road-oxford-ne-68967/4828919,NE,Furnas,742.0,2040500.0,2750.0,40.2153082,-99.636455,671.1,0.0,,0.12810467430482578,279.3,0.0,358.3,,1.0,0.7031,0.5417,0.5,,"Oxford, NE 68967",
604,0.6268,landwatch,425983705,https://www.landwatch.com/chattahoochee-county-georgia-recreational-property-for-sale/pid/425983705,GA,Chattahoochee,489.0,1662192.0,3399.17,32.2960526,-84.758492,136.6,0.9358029669399822,379.8,1.0,24344.9,0.46275370367896473,1603.2,,1.0,0.8471,0.4335,0.5,,"Cusseta, GA, 31805, Chattahoochee County",
605,0.6267,landwatch,425780655,https://www.landwatch.com/hughes-county-oklahoma-recreational-property-for-sale/pid/425780655,OK,Hughes,377.0,944500.0,2505.31,35.236679,-96.2409386,235.4,0.0,,0.8498917388466768,1289.8,0.18201740881269945,873.2,,1.0,0.648,0.5824,0.5,,"Wetumka, OK, 74883, Hughes County",
606,0.6266,landwatch,426272851,https://www.landwatch.com/leake-county-mississippi-farms-and-ranches-for-sale/pid/426272851,MS,Leake,438.0,1312000.0,2995.43,32.7401114,-89.5241292,116.6,0.58220968249666,1369.8,1.0,2813.1,0.21344722821607992,955.0,,1.0,0.7564,0.5008,0.5,,"Acres Leake County, MS",
607,0.6265,landsearch,4973507,https://www.landsearch.com/properties/el-dorado-ks-67042/4973507,KS,Butler,476.0,1571460.0,3301.39,37.8213986,-96.857351,405.9,0.7047520366580665,1026.7,0.19070995128822907,367.0,0.5456660763686992,1818.7,,1.0,0.824,0.4498,0.5,,"El Dorado, KS 67042",
608,0.6264,landwatch,423655527,https://www.landwatch.com/izard-county-arkansas-hunting-property-for-sale/pid/423655527,AR,Izard,358.0,845000.0,2360.34,36.0600874,-91.9035841,185.4,0.9774393372626315,263.2,0.9158511736125022,1382.2,0.5902815583758769,1934.7,,1.0,0.6142,0.6066,0.5,,"Melbourne, AR, 72556, Izard County",
609,0.626,landwatch,423002780,https://www.landwatch.com/delaware-county-oklahoma-undeveloped-land-for-sale/pid/423002780,OK,Delaware,385.0,995000.0,2584.42,36.463508,-94.934693,269.3,0.9992167845978498,202.2,1.0,1957.7,1.0,,,1.0,0.6622,0.5693,0.5,,"Eucha, OK, 74342, Delaware County",
610,0.6256,landsearch,5209825,https://www.landsearch.com/properties/sandys-camp-rd-big-sandy-tn-38221/5209825,TN,Benton,739.0,2070000.0,2801.08,36.2499766,-88.0458838,158.6,0.9534440501535635,330.4,1.0,22016.9,1.0,,,1.0,0.7084,0.5332,0.5,,"Big Sandy, TN 38221",
611,0.6255,landandfarm,40131753,https://www.landandfarm.com/property/vacant-land-woodville-ms-40131753/,MS,Wilkinson,577.0,2365000.0,4098.79,31.1340855,-91.3459201,95.5,0.3721867414202148,1957.9,1.0,,1.0,,,1.0,0.9964,0.3169,0.5,,"Woodville, MS, 39669",
612,0.6254,landsearch,4871728,https://www.landsearch.com/properties/8th-ave-nw-butte-nd-58723/4871728,ND,McLean,600.0,2350000.0,3916.67,47.8334128,-101.0266409,658.9,0.0,,1.0,3494.0,1.0,,,1.0,0.9556,0.3472,0.5,,"Butte, ND 58723",
613,0.6249,landwatch,411730594,https://www.landwatch.com/calcasieu-parish-louisiana-farms-and-ranches-for-sale/pid/411730594,LA,,875.0,2100000.0,2400.0,30.23545,-93.1295583,3.3,0.0,,0.0,36.8,0.9579114608427297,2890.6,,1.0,0.6162,0.6,0.5,,"Lake Charles, LA, 70615",
614,0.6245,landwatch,421946600,https://www.landwatch.com/crenshaw-county-alabama-recreational-property-for-sale/pid/421946600,AL,Crenshaw,401.0,1100000.0,2743.14,31.7295422,-86.2717593,84.6,0.9321201491526495,390.1,0.42010806069575973,688.2,0.6078934018965859,1980.5,,1.0,0.6907,0.5428,0.5,,"Luverne, AL, 36049, Crenshaw County",
615,0.6244,landwatch,426421078,https://www.landwatch.com/iberville-parish-louisiana-recreational-property-for-sale/pid/426421078,LA,,605.0,2357550.0,3896.78,30.2629608,-91.0971363,4.8,0.20079079139395628,2437.8,0.05,124.5,0.05,445.4,,1.0,0.9467,0.3505,0.5,,"Saint Gabriel, LA, 70776",
616,0.6243,landsearch,5202377,https://www.landsearch.com/properties/373-county-highway-10-morris-ny-13808/5202377,NY,Otsego,517.0,1900000.0,3675.05,42.5338178,-75.2515822,331.9,1.0,198.2,1.0,,0.6925611424639451,2200.7,,1.0,0.8969,0.3875,0.5,,"Morris, NY 13808",
617,0.6241,landwatch,424666056,https://www.landwatch.com/liberty-county-florida-recreational-property-for-sale/pid/424666056,FL,Liberty,432.0,1296330.0,3000.76,30.3878455,-84.9821151,43.4,0.8407619243694658,645.9,1.0,19439.4,1.0,,,1.0,0.7458,0.4999,0.5,,"Bristol, FL, 32321, Liberty County",
618,0.6241,landwatch,424370874,https://www.landwatch.com/sussex-county-virginia-farms-and-ranches-for-sale/pid/424370874,VA,Sussex,447.0,1395000.0,3120.81,36.9464252,-77.4992737,35.5,0.8194841631387637,705.4,0.13351401304801344,286.9,1.0,,,1.0,0.7724,0.4799,0.5,,"Stony Creek, VA, 23882, Sussex County",
619,0.6239,landandfarm,35516323,https://www.landandfarm.com/property/chunky-river-properties-35516323/,MS,Lauderdale,849.0,1952535.0,2299.81,32.4196985,-88.5091072,85.5,0.9737810319524447,273.4,1.0,1934.9,0.8806270521846168,2689.6,,1.0,0.5894,0.6167,0.5,,"Chunky, MS, 39364",
620,0.6238,landandfarm,33703343,https://www.landandfarm.com/property/360-acres-flat-rock-33703343/,AL,Jackson,360.0,875000.0,2430.56,34.7943076,-85.6459089,455.9,1.0,192.4,1.0,,0.7493468956459296,2348.3,,1.0,0.6178,0.5949,0.5,,"Flat Rock, AL, 35966",
621,0.6237,landwatch,425518924,https://www.landwatch.com/choctaw-county-oklahoma-farms-and-ranches-for-sale/pid/425518924,OK,Choctaw,743.0,2086000.0,2807.54,34.120735,-95.146839,146.9,0.7757734417251649,827.8,1.0,3915.9,1.0,,,1.0,0.7013,0.5321,0.5,,"Rufe, OK, 74755, Choctaw County",
622,0.6233,landsearch,5179861,https://www.landsearch.com/properties/weir-highpoint-road-hopewell-rd-weir-ms-39772/5179861,MS,Choctaw,455.0,1456000.0,3200.0,33.289226,-89.29675,145.0,0.8814250227496021,532.0,1.0,5813.3,1.0,,,1.0,0.7867,0.4667,0.5,,"Weir, MS 39772",
623,0.6228,landwatch,419519801,https://www.landwatch.com/henry-county-tennessee-farms-and-ranches-for-sale/pid/419519801,TN,Henry,423.0,1250000.0,2955.08,36.2916401,-88.2874921,121.5,1.0,71.2,0.2306282354969784,422.9,0.6479357735856427,2084.6,,1.0,0.7298,0.5075,0.5,,"Paris, TN, 38242, Henry County",
624,0.6226,landwatch,422250144,https://www.landwatch.com/washington-county-florida-recreational-property-for-sale/pid/422250144,FL,Washington,378.0,982878.0,2600.21,30.6427318,-85.5664895,17.4,1.0,135.3,1.0,20590.9,0.45690434085784404,1588.0,,1.0,0.6498,0.5666,0.5,,"Chipley, FL, 32428, Washington County",
625,0.622,landwatch,424523512,https://www.landwatch.com/perry-county-alabama-timberland-property-for-sale/pid/424523512,AL,Perry,689.0,2256728.0,3275.37,32.4236948,-87.0376127,37.4,1.0,154.3,1.0,2292.4,0.545000314985308,1817.0,,1.0,0.7973,0.4541,0.5,,"Selma, AL, 36701, Perry County",
626,0.622,landwatch,424523511,https://www.landwatch.com/dallas-county-alabama-timberland-property-for-sale/pid/424523511,AL,Dallas,689.0,2256728.0,3275.37,32.4236948,-87.0376127,37.4,1.0,154.3,1.0,2292.4,0.545000314985308,1817.0,,1.0,0.7973,0.4541,0.5,,"Selma, AL, 36701, Dallas County",
627,0.6219,landwatch,424018555,https://www.landwatch.com/laclede-county-missouri-farms-and-ranches-for-sale/pid/424018555,MO,Laclede,476.0,1617000.0,3397.06,37.8212074,-92.7476457,356.0,0.0,,1.0,1669.6,0.0,207.9,,1.0,0.824,0.4338,0.5,,"Eldridge, MO, 65463, Laclede County",
628,0.6216,landwatch,425933989,https://www.landwatch.com/holmes-county-florida-recreational-property-for-sale/pid/425933989,FL,Holmes,394.0,1082840.0,2748.32,30.9403415,-85.5188562,46.5,0.9157326316682032,435.9,0.12951224380091653,281.3,0.8550637667138667,2623.2,,1.0,0.6782,0.5419,0.5,,"Graceville, FL, 32440, Holmes County",
629,0.6212,landsearch,5227975,https://www.landsearch.com/properties/319-gooseberry-ln-leslie-ar-72645/5227975,AR,Searcy,780.0,2000000.0,2564.1,35.8086518,-92.4972527,365.5,0.4242530619404302,1812.1,1.0,,1.0,,,1.0,0.6356,0.5726,0.5,,"Leslie, AR 72645",
